"numero_processo","ano","un_tecnica_responsavel","un_responsavel_agir","relator","assunto","ano_final"
"3514820152",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TCE CONTRA OS SENHORES FRANCISCO RICARDO LIMA CRUZ E OUTROS, SERVIDOR DA GERÊNCIA EXECUTIVA DO INSTITUTO NACIONAL DO SEGURO SOCIAL EM JUAZEIRO DO NORTE/CE, CODIGO UG RESPONSÁVEL/GESTÃO: 510830/57904 - INSS - MINISTÉRIO DA PREVIDÊNCIA SOCIAL. EM RAZÃO DE PREJUÍZO CAUSADO POR FRAUDE NA CONCESSÃO/MANUTENÇÃO DE BENEFÍCIOS PREVIDENCIÁRIOS. PROCESSO 37303.000120/2015-05. OFÍCIO Nº 18/2015/AECI-GM/MPS",NULL
"3515120200",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União, função SAUDE, para atendimento à/ao Assistência Farmacêutica/Farmácia Popular/Programa Farmácia Popular do Brasil (nº da TCE no sistema: 943/2020).",2021
"3516220155",2015,"SEC-SE Secretaria do TCU no Estado de Sergipe","SEC-SE Secretaria do TCU no Estado de Sergipe",15,"Convênio nº 7/1998(SIAFI-348331), celebrado entre o Governo do Estado de Sergipe e a Superintendência do Desenvolvimento do Nordeste, tendo por objeto ""implementar o Programa Emergencial de Frentes Produtivas"".",NULL
"3516920206",2020,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"TCE instaurada pelo(a) Secretaria-Executiva do Ministério da Ciência, Tecnologia e Inovações em razão de Omissão no dever de prestar contas, Termo de parceria 24010159200900029, firmado com o/a MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES, Siafi/Siconv 657814, função CIENCIA E TECNOLOGIA, que teve como objeto OBJETO: APOIAR A GERACAO DE PRODUTOS REGIONAISDE AGLOMERADOS PRODUTIVOS (ARRANJOS PRODUTIVOSLOCAIS) DE TRES COMUNIDADES DE ALCANTARA. (nº da TCE no sistema: 832/2020).",2022
"3517020204",2020,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"TCE instaurada pelo(a) COMANDO DA 10ª BRIGADA DE INFANTARIA MOTORIZADA em razão de Prática de qualquer ato ilegal, ilegítimo ou antieconômico de que resulte dano ao erário, Gestão de recursos humanos, Em 2002, o ex-Sd Helton de Oliveira Francisco ajuizou ação ordinária, cujo objeto foi a concessão da sua reforma e a condenação da UNIÃO ao pagamento de indenização pelos supostos danos suportados. Aduziu o ex-Sd ter ingressado nas fileiras do Exército para cumprimento do serviço militar obrigatório, apresentando, à época, perfeito estado de saúde, até quando sofreu um acidente, em serviço, do qual decorreu lesão à coluna vertebral, e que teria sido desincorporado em 11 MAR 02 (quando deveria ter sido reformado por acidente em serviço), sob a alegação de ostentar deficiência física para o serviço militar (peça 10 ¿ fls. 36-40); Em 31 MAIO 06, o juiz da 5ª VF da JFPE, julgou procedente o pedido de reforma do ex-Sd Helton de Oliveira Francisco (peça 11 ¿ fls. 57-58). Em 25 JUN 07, em cumprimento a sentença supracitada, o processo de reforma do ex-Sd foi iniciado, vindo a ser reformado provisoriamente, conforme Portaria nº 1085 ¿ DCIP 21, de 16 JUL 07, da Diretoria de Civis, Inativos e Pensionistas (DCIP) (peça 12 ¿ fl. 59); Em 22 MAIO 17, a Procuradoria-Regional da União da 5ª Região por meio do Parecer de Força Executória nº 00028/2017/CRASP-1/PRU5R/PGU/AGU , informou a reversão parcial da decisão anteriormente desfavorável à União, proferida nos autos do processo nº 0006100-53.2002.4.05.8300 (peça 13 ¿ fl. 63-64); Isto posto, conforme orientação constante no Parecer de Força Executória acima mencionado, acerca de procedimento administrativo a fim de apurar possível restituição de valores recebidos à maior, em virtude da reforma da sentença de primeiro grau que havia concedido o direito de reforma do ex-Sd, das Fileiras do Exército, a Companhia de Comando da 10ª Brigada de Infantaria Motorizada (Cia C/10ª Bda Inf Mtz) instaurou Sindicância por meio da Portaria nº 29-Cia C/10ª Bda Inf Mtz, de 25 JUL 17 (peça 16 ¿ fls. 73-74), para apurar o fato descrito, cuja solução foi publicada no Boletim de Acesso Restrito nº 41, de 11 OUT 17, da Cia C 10ª Bda Inf Mtz (peça 18 ¿ fls. 129-131); Em 19 SET 18, por meio do Ofício nº 01190/2018/CRASP-1/PRU5R/PGU/AGU, a Procuradoria-Regional da União da 5ª Região remeteu o Parecer de Força Executória nº 00191/2018/CRASP-1/PRU5R/PGU/AGU, de 18 SET 18, informando que não mais há obstáculo jurídico (decisão judicial) para manutenção do ex-Sd nos quadros do Exército, devendo o Exército, caso entenda que não seja o caso de reforma, licenciar o autor (peça 19 ¿ fl. 132-133); O ex-Sd foi licenciado a contar de 30 SET 18, conforme publicação contida no Boletim Interno nº 184, de 28 SET 18, da Cia C 10ª Bda Inf Mtz (peça 20 ¿ fl. 134-135); Em 11 SET 18, a Cia C 10ª Bda Inf Mtz, por meio do DIEx nº 74-Cia C 10ª Bda Inf Mtz, solicitou ao Comando da 7ª Região Militar que fosse realizada a inscrição em dívida ativa da união por intermédio da Procuradoria-Geral da Fazenda Nacional (PGFN), de acordo com a determinação contida no art. 33 da Portaria nº 1.324, de 4 OUT 17, do Cmt Ex, que aprovou as Normas para a Apuração de Irregul... (nº da TCE no sistema: 1351/2020).",2022
"3517120170",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"TCE instaurada pelo(a) Fundo Nacional de Desenvolvimento da Educação em razão de Prática de qualquer ato ilegal, ilegítimo ou antieconômico de que resulte dano ao erário, para atendimento ao Programa Nacional de Apoio ao Transporte Escolar (Pnate), exercício 2011, função EDUCACAO (nº da TCE no sistema: 234/2017).",2020
"3517720152",2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"Processo de Tomada de Contas Especial instaurada em razão da não execução do objeto do contrato de subvenção Econômica 01.07.0502.00, celebrado em 11/2007 entre a FINEP e a ACME- Equipamentos Médico-Odontológico Ltda., que tinha como objeto a execução do projeto Recurso para o Desenvolvimento de Bomba de Vácuo que Dispensa Uso de Água.",NULL
"3518320179",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",7,"Tomada de Contas Especial instaurado pelo Fundo Nacional de Saúde-FNS / Ministério da Saúde, em razão do pagamento irregular de procedimentos do SIA/SUS e AIH dos recursos repassados ao Município de Patos-PB, na modalidade fundo a fundo, à conta do programa de Atenção Básica, no exercício de 2012.",2020
"3520520172",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) MINISTÉRIO DO TURISMO (VINCULADOR) em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 00797/2010, firmado com o/a MINISTERIO DO TURISMO, Siafi/Siconv 737897, função COMERCIO E SERVICOS, que teve como objeto O MELHOR SÃO JOÃO DO AGRESTE (nº da TCE no sistema: 25/2017).",2021
"3520720175",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo(a) Ministério do Desenvolvimento Social em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 00046/2010, firmado com o/a MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME, Siafi/Siconv 736193, função ASSISTENCIA SOCIAL, que teve como objeto Aquisição de Alimentos da Agricultura Familiar - PAA (nº da TCE no sistema: 262/2017).",2021
"3520820171",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) MINISTÉRIO DO TURISMO (VINCULADOR) em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 01131/2010, firmado com o/a MINISTERIO DO TURISMO, Siafi/Siconv 741687, função COMERCIO E SERVICOS, que teve como objeto ARRAIÁ DA ZONA SUL (nº da TCE no sistema: 27/2017).",2021
"3520920178",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) MINISTÉRIO DO TURISMO (VINCULADOR) em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 00753/2009, firmado com o/a MINISTERIO DO TURISMO, Siafi/Siconv 704210, função COMERCIO E SERVICOS, que teve como objeto RECORDANDO O SÃO JOÃO (nº da TCE no sistema: 55/2017).",2021
"3521020176",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada pelo(a) Ministério do Desenvolvimento Social em razão de Omissão no dever de prestar contas, função ASSISTENCIA SOCIAL, para atendimento à/ao PSB/PSE-2008 (nº da TCE no sistema: 157/2017).",2021
"3521120172",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE - Ministério do Desenvolvimento Social - Não comprovação da regular aplicação dos recursos do Convênio 55000857200700065 - função ASSISTENCIA SOCIAL,- Objeto: Compra Direta Local: Apoio a aquisição de alimentos da agricultura familiar e sua destinação para o atendimento das demandas de suplementação alimentar de programas locais. (nº da TCE no sistema: 297/2017).",2020
"3521220179",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo(a) FUNDO NACIONAL DE SAÚDE - MS em razão de Não comprovação da regular aplicação dos recursos repassados pela União por meio do Programa Farmácia Popular do Brasil. (nº da TCE no sistema: 196/2017).",2021
"3521320175",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo(a) MINISTÉRIO DO TURISMO (VINCULADOR) em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 00106/2010, firmado com o/a MINISTERIO DO TURISMO, Siafi/Siconv 732158, função COMERCIO E SERVICOS, que teve como objeto FESTIVAL DA JUVENTUDE (nº da TCE no sistema: 81/2017).",2020
"3521620174",2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"TCE instaurada pelo(a) MINISTÉRIO DO TURISMO (VINCULADOR) em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 54001257200800345, firmado com o/a MINISTERIO DO TURISMO, Siafi/Siconv 628218, função COMERCIO E SERVICOS, que teve como objeto Objeto: ""Festa das Flores 2008"". (nº da TCE no sistema: 48/2017).",2020
"3521920157",2015,"SecexTrab Secretaria de Controle Externo do Trabalho e Entidades Paraestatais","SecexTrab Secretaria de Controle Externo do Trabalho e Entidades Paraestatais",5,"Convênio 19/2005 - MinC X Instituto de Apoio Técnico aos Países do Terceiro Mundo - IATTERMUND",NULL
"3522820156",2015,"SEC-AP Secretaria do TCU no Estado do Amapá","SEC-AP Secretaria do TCU no Estado do Amapá",1,"TOMADA DE CONTAS ESPECIAL INSTAURADA EM DESFAVOR DE JOSÉ ANTÔNIO NOGUEIRA DE SOUZA, PREFEITO (GESTÕES: 2005-2008 E 2009-2012), PREFEITURA MUNICIPAL DE SANTANA/AP, CONVÊNIO 090/2006 (SIAFI 581242). REF.: PROCESSO Nº 01400.029602/2015-93.",NULL
"3523120157",2015,"SecexTrab Secretaria de Controle Externo do Trabalho e Entidades Paraestatais","SecexTrab Secretaria de Controle Externo do Trabalho e Entidades Paraestatais",5,"Convênio 34/2004 - MinC/Fundação Cultural Palmares x Instituto de Apoio Técnico aos Países do Terceiro Mundo - IATTERMUND.",NULL
"3523320150",2015,"SecexTrab Secretaria de Controle Externo do Trabalho e Entidades Paraestatais","SecexTrab Secretaria de Controle Externo do Trabalho e Entidades Paraestatais",5,"Convênio 28/2006 - MinC/FCP x Instituto de Apoio Técnico aos Países do Terceiro Mundo -",NULL
"3525420173",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"TCE instaurada pelo(a) MINISTÉRIO DO TURISMO (VINCULADOR) em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Convênio 00941/2010, firmado com o/a MINISTERIO DO TURISMO, Siafi/Siconv 739373, função COMERCIO E SERVICOS, que teve como objeto circuito turístico forró do vaqueiro. (nº da TCE no sistema: 278/2017).",2022
"3525620176",2017,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"TCE instaurada pelo(a) Instituto Nacional do Seguro Social em razão de Desfalque, alcance, desvio ou desaparecimento de dinheiro, bens ou valores públicos, Gestão previdenciária, IRREGULARIDADES OCORRIDAS NA CONCESSÃO DE BENEFÍCIOS NA APS SIQUEIRA CAMPOS/SE (nº da TCE no sistema: 172/2017).",2021
"3526720151",2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",14,"Tomada de Contas Especial instaurada pela FUNASA/MA, em razão da omissão no dever de prestar contas dos recursos relativos ao Convênio n° 2:878/2005, celebrado com a Prefeitura Municipal de Maracaçumé/MA, tendo por objeto a realização de ""melhorias sanitárias domiciliares"". (Processo 25170.002368/2015-76)",NULL
"3526920189",2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Contas Especial instaurado pelo Ministério da Cultura, em razão do não encaminhamento de documentação exigida para a prestação de contas dos recursos captados pela Grupo Folclórico Boi Babaçu, com sede em Vitória do Mearim/MA, e destinados à execução do projeto ¿Vaga-lume¿, cadastrado no Programa Nacional de Apoio à Cultura sob o nº Pronac 08-1670",2022
"3527120159",2015,"SEC-MA Secretaria do TCU no Estado do Maranhão","SEC-MA Secretaria do TCU no Estado do Maranhão",14,"Tomada de Contas Especial instaurado pelo DNOCS / Ministério da Integração Nacional, em razão da impugnação parcial das despesas realizadas com os recursos do Convênio n° 12/1999, celebrado com o Distrito de Irrigação da Baixada Ocidental Maranhense - DIBOM.",NULL
"3527620207",2020,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",9,"TCE instaurada pelo(a) Caixa Econômica Federal (mandatária no(a) Secretaria Executiva do Ministério da Cultura (Extinta)) em razão de Não comprovação da regular aplicação dos recursos repassados pela União, Termo de compromisso CR.NR.0363573-96, firmado com o/a MINISTERIO DA CULTURA, Siafi/Siconv 671885, função CULTURA, que teve como objeto CONSTRUCAO DA PEC 3000 M (nº da TCE no sistema: 1068/2019).",2022
